user,asin,rating
A3V2MOVQS5ELRN,B002M3TYAA,4
A3V2MOVQS5ELRN,B00BGU7TFM,2
A3V2MOVQS5ELRN,B00BFDANSU,4
A3V2MOVQS5ELRN,B00B79IX0W,3
A3V2MOVQS5ELRN,B00BKYCSE6,4
A3V2MOVQS5ELRN,B00AX2YG8C,3
A3V2MOVQS5ELRN,B006QYIEC0,5
A3V2MOVQS5ELRN,B00FQ0HWT6,3
A3V2MOVQS5ELRN,B00AG42BQG,1
A3V2MOVQS5ELRN,B00DJPB4EO,3
A3V2MOVQS5ELRN,B009SAYZYU,5
A3V2MOVQS5ELRN,B0056BNB36,2
A3V2MOVQS5ELRN,B004IK55PS,1
A3V2MOVQS5ELRN,B005FN01MO,4
A3V2MOVQS5ELRN,B00FYROXAM,5
A3V2MOVQS5ELRN,B006V0BNE0,4
A3V2MOVQS5ELRN,B00957JOGK,1
A3V2MOVQS5ELRN,B004GTN0U8,5
A3V2MOVQS5ELRN,B008JYDMKO,2
A3V2MOVQS5ELRN,B003MYUQUA,3
A3V2MOVQS5ELRN,B00A57V6MY,5
A3M4PDM7M9PS73,B002ODVL0E,3
A3M4PDM7M9PS73,B002DVS2VI,5
A3M4PDM7M9PS73,B00HB7NFJS,1
A3M4PDM7M9PS73,B00J0FLGPE,5
A3M4PDM7M9PS73,B009CTIE7G,5
A3M4PDM7M9PS73,B009DUJGQM,1
A3M4PDM7M9PS73,B00D9YIWSQ,4
A3M4PDM7M9PS73,B00BYST2ZQ,1
A3M4PDM7M9PS73,B007HNAKTE,1
A3M4PDM7M9PS73,B00DGR7PRU,3
A3M4PDM7M9PS73,B00FDZ5EQW,5
A3M4PDM7M9PS73,B00BTJ99T4,2
A3M4PDM7M9PS73,B00C78GI6S,3
A3M4PDM7M9PS73,B00EXPBV5Q,5
A3M4PDM7M9PS73,B00EPDJFO0,5
A3M4PDM7M9PS73,B008VVMLC0,5
A3M4PDM7M9PS73,B00FRQJSOQ,1
A3M4PDM7M9PS73,B00AO6OQBO,2
A3M4PDM7M9PS73,B00ADIGWYW,4
A3M4PDM7M9PS73,B00F62HED8,3
A3M4PDM7M9PS73,B007VEWIYY,5
A3M4PDM7M9PS73,B005QQ8M5I,1
A3M4PDM7M9PS73,B004GEAXO4,3
A3M4PDM7M9PS73,B003IHUTP8,4
A3M4PDM7M9PS73,B004349FGE,2
A3M4PDM7M9PS73,B00A2W1LJK,3
A3M4PDM7M9PS73,B00HS7GR0A,2
A3M4PDM7M9PS73,B009S594SW,3
A3M4PDM7M9PS73,B00HPZSJYC,2
A3M4PDM7M9PS73,B007ODM4GY,3
A3M4PDM7M9PS73,B00GF0NFTM,4
A3C8UCAHI1LBNG,B00BITMPW8,4
A3C8UCAHI1LBNG,B00DQXXN6G,3
A3C8UCAHI1LBNG,B005PWWEXY,4
A3C8UCAHI1LBNG,B003L2EF9G,5
A3C8UCAHI1LBNG,B00G4YTN40,3
A3C8UCAHI1LBNG,B003DTFM1C,4
A3C8UCAHI1LBNG,B00DDZ87RM,5
A3C8UCAHI1LBNG,B0010YP9QK,4
A3C8UCAHI1LBNG,B008P5YXZU,2
A3C8UCAHI1LBNG,B004UZVHIK,2
A3C8UCAHI1LBNG,B00BDIRHKO,3
A3C8UCAHI1LBNG,B00I9Z7C2W,1
A3C8UCAHI1LBNG,B005OM5RKW,2
A3C8UCAHI1LBNG,B004B00SDE,1
A3C8UCAHI1LBNG,B00EKIO40A,1
A3C8UCAHI1LBNG,B008DB70AG,4
A3C8UCAHI1LBNG,B007HNAL6Q,1
A3C8UCAHI1LBNG,B004O0HILQ,2
A3C8UCAHI1LBNG,B009ETDNUM,2
A3C8UCAHI1LBNG,B008EDRPTY,2
A3C8UCAHI1LBNG,B009TB23LU,1
A3C8UCAHI1LBNG,B00GPJ3AH0,4
A3C8UCAHI1LBNG,B000LIADYY,1
A3C8UCAHI1LBNG,B005FZ8GBK,5
A3C8UCAHI1LBNG,B00F559QOG,4
A3C8UCAHI1LBNG,B003XRP3TA,5
A3C8UCAHI1LBNG,B003MBUVQM,3
A3C8UCAHI1LBNG,B003O68Q0S,2
A3C8UCAHI1LBNG,B00C7I0XD2,2
A3C8UCAHI1LBNG,B004Y6AKCE,4
A3C8UCAHI1LBNG,B00B5I2OYQ,2
A3C8UCAHI1LBNG,B00CMQ92ZO,5
A3C8UCAHI1LBNG,B00EFD28T4,2
A3C8UCAHI1LBNG,B00937I6NO,4
A3C8UCAHI1LBNG,B00IHBSLKK,3
A3C8UCAHI1LBNG,B00G1ZX3TI,5
A2YSJ5SP5BAK1R,B0090BGDW4,2
A2YSJ5SP5BAK1R,B00CAZSETC,3
A2YSJ5SP5BAK1R,B00774MQ90,3
A2YSJ5SP5BAK1R,B00C2DR3XA,1
A2YSJ5SP5BAK1R,B005OLB3DI,4
A2YSJ5SP5BAK1R,B004HY26Y8,4
A2YSJ5SP5BAK1R,B002NXLX62,2
A2YSJ5SP5BAK1R,B00C8VM50C,2
A2YSJ5SP5BAK1R,B00A8JF4IG,3
A2YSJ5SP5BAK1R,B009OXI2FE,5
A2YSJ5SP5BAK1R,B007HNC218,3
A2YSJ5SP5BAK1R,B0083IMBKI,5
A2YSJ5SP5BAK1R,B008BVJGFK,2
A2YSJ5SP5BAK1R,B0049DW1N8,3
A2YSJ5SP5BAK1R,B00EQM3TD8,3
A2YSJ5SP5BAK1R,B00BYV5VGM,5
A2YSJ5SP5BAK1R,B008FVR6SK,5
A2YSJ5SP5BAK1R,B00D5VN7ZG,2
A2YSJ5SP5BAK1R,B0018E5VXI,2
A2YSJ5SP5BAK1R,B00CYAS11E,5
A2YSJ5SP5BAK1R,B00B2SK39W,2
A2YSJ5SP5BAK1R,B0041U2UC6,1
A2YSJ5SP5BAK1R,B000VUMM00,5
A2YSJ5SP5BAK1R,B00HYVZJ3G,3
A2YSJ5SP5BAK1R,B009PVZSV6,2
A2YSJ5SP5BAK1R,B00EUZTRRI,3
A2YSJ5SP5BAK1R,B005KJIYCC,4
A2YSJ5SP5BAK1R,B0014WBKSE,2
A2YSJ5SP5BAK1R,B00HGLCFAY,2
A2YSJ5SP5BAK1R,B005BFCGZG,1
A2YSJ5SP5BAK1R,B00CVTLYQM,3
A2YSJ5SP5BAK1R,B0075VMOOM,3
A2YSJ5SP5BAK1R,B00B2IT1OU,4
A2YSJ5SP5BAK1R,B009ETDNUM,4
A1CMEM9TEA800X,B00G9HE0NQ,3
A1CMEM9TEA800X,B007AXDL6U,1
A1CMEM9TEA800X,B00ASSYW8K,4
A1CMEM9TEA800X,B00E4GQ5RS,2
A1CMEM9TEA800X,B004OA6H6I,3
A1CMEM9TEA800X,B0039V25V4,3
A1CMEM9TEA800X,B00AUBFUP4,4
A1CMEM9TEA800X,B001LVA4LC,4
A1CMEM9TEA800X,B00IGKAB0K,3
A1CMEM9TEA800X,B00B0YMP2G,5
A1CMEM9TEA800X,B00K4SKOY0,1
A1CMEM9TEA800X,B00BXPND5A,4
A1CMEM9TEA800X,B0097ZGFM6,5
A1CMEM9TEA800X,B006Y9BW5I,1
A1CMEM9TEA800X,B00BP6100W,3
A1CMEM9TEA800X,B00IG0ZNR6,4
A1CMEM9TEA800X,B00CIA7O5Y,5
A1CMEM9TEA800X,B007L71YEQ,5
A1CMEM9TEA800X,B004PGQ0XQ,2
A1CMEM9TEA800X,B00B8YZKSO,1
A1CMEM9TEA800X,B009I05HZG,2
A1CMEM9TEA800X,B002CD988I,4
A1CMEM9TEA800X,B0056WZVCY,2
A1CMEM9TEA800X,B001IYG2NQ,1
A1CMEM9TEA800X,B00BN8L79G,2
A1CMEM9TEA800X,B000BIFHX6,3
A1CMEM9TEA800X,B00J7B0ZTE,4
A1CMEM9TEA800X,B0083IMBKI,4
A1CMEM9TEA800X,B00I3EMKKI,5
A1CMEM9TEA800X,B004WJTQIC,3
A1CMEM9TEA800X,B009SPTFOA,2
A1CMEM9TEA800X,B0079TRSCI,3
A1CMEM9TEA800X,B001TMW8A8,4
A1CMEM9TEA800X,B00A57V6MY,2
A1CMEM9TEA800X,B00I1RCF0W,4
A1CMEM9TEA800X,B00AOEUUHK,1
A1CMEM9TEA800X,B007EBUAWQ,5
A1CMEM9TEA800X,B006JSFEH6,4
A2TR21MHIDWVJE,B001A3ET7G,1
A2TR21MHIDWVJE,B00AFHMZD8,1
A2TR21MHIDWVJE,B00D9HWYNC,1
A2TR21MHIDWVJE,B00B0YMP2G,4
A2TR21MHIDWVJE,B001L1S02W,5
A2TR21MHIDWVJE,B00BSHLWWE,5
A2TR21MHIDWVJE,B00C5RIIA0,3
A2TR21MHIDWVJE,B008P4R21I,4
A2TR21MHIDWVJE,B00821A2RK,2
A2TR21MHIDWVJE,B00HI0Z46K,4
A2TR21MHIDWVJE,B004QSBYBQ,1
A2TR21MHIDWVJE,B000RGYQF2,4
A2TR21MHIDWVJE,B004G28SSO,3
A2TR21MHIDWVJE,B00DV6ZXES,3
A2TR21MHIDWVJE,B001UDYIPY,4
A2TR21MHIDWVJE,B003SFIIEO,5
A2TR21MHIDWVJE,B00FDZ5EQW,5
A2TR21MHIDWVJE,B00BNN2LNC,1
A2TR21MHIDWVJE,B003WOXQUW,2
A2TR21MHIDWVJE,B00EABTLXW,5
A2TR21MHIDWVJE,B004N6WT0G,3
A2TR21MHIDWVJE,B008D942JK,1
A2TR21MHIDWVJE,B003ZS7H14,2
A2TR21MHIDWVJE,B00BLOWQZQ,4
A2TR21MHIDWVJE,B000RVKIWC,3
A2TR21MHIDWVJE,B00067M5NC,3
A2TR21MHIDWVJE,B005BDK8EE,4
A2TR21MHIDWVJE,B005015PO0,2
A2TR21MHIDWVJE,B005HJQGCA,5
A2TR21MHIDWVJE,B00AQ89MTG,4
A2TR21MHIDWVJE,B0045TI0UO,5
A2TR21MHIDWVJE,B004JHKXLQ,5
A2TR21MHIDWVJE,B00FQUKYY6,2
A1DGTLJLON2D2W,B009M7MZS2,4
A1DGTLJLON2D2W,B008CGX8SU,4
A1DGTLJLON2D2W,B008QNDLLI,5
A1DGTLJLON2D2W,B0097A3ZJ2,1
A1DGTLJLON2D2W,B003U85YL4,5
A1DGTLJLON2D2W,B0079MF9R6,3
A1DGTLJLON2D2W,B008AY6T0I,2
A1DGTLJLON2D2W,B005O676R0,1
A1DGTLJLON2D2W,B0045DFRKG,5
A1DGTLJLON2D2W,B001HSB756,1
A1DGTLJLON2D2W,B002KEB8E6,4
A1DGTLJLON2D2W,B009N3CNH8,1
A1DGTLJLON2D2W,B004L5F9CY,5
A1DGTLJLON2D2W,B00ITYDYE8,3
A1DGTLJLON2D2W,B0077KMDBK,3
A1DGTLJLON2D2W,B00J0Q8TA8,2
A1DGTLJLON2D2W,B00GY0CP1W,3
A1DGTLJLON2D2W,B00DV6ZXES,1
A1DGTLJLON2D2W,B00D7C6GK6,4
A1DGTLJLON2D2W,B00GJW1K8O,2
A1DGTLJLON2D2W,B00ASVISSM,1
A1DGTLJLON2D2W,B000M02XZ8,3
A1DGTLJLON2D2W,B007XEKAQA,5
A1DGTLJLON2D2W,B005G8S4EK,1
A1DGTLJLON2D2W,B004TH8JBW,4
A1DGTLJLON2D2W,B00FEDIWR6,3
A1DGTLJLON2D2W,B002WNEPOK,2
A1DGTLJLON2D2W,B00BKQT73Y,1
A1DGTLJLON2D2W,B007XQNGBE,2
A1DGTLJLON2D2W,B00D8WJSY6,3
A1DGTLJLON2D2W,B00FFYAY4S,4
AN68A95BFDOHK,B00J2EDQ2E,3
AN68A95BFDOHK,B0019LT4A6,4
AN68A95BFDOHK,B007T5K1F8,2
AN68A95BFDOHK,B00H4FIR7C,5
AN68A95BFDOHK,B005F5FX6Q,1
AN68A95BFDOHK,B0027VT600,1
AN68A95BFDOHK,B00CDAHH4W,5
AN68A95BFDOHK,B0041XLZOC,1
AN68A95BFDOHK,B00CMTGI4E,3
AN68A95BFDOHK,B008XECJJA,1
AN68A95BFDOHK,B00COQ3OLK,3
AN68A95BFDOHK,B007HNBMA0,2
AN68A95BFDOHK,B00CB7WM6A,4
AN68A95BFDOHK,B00EO8JYPG,3
AN68A95BFDOHK,B005OM9NLG,1
AN68A95BFDOHK,B00A774GPG,3
AN68A95BFDOHK,B007QWJP38,1
AN68A95BFDOHK,B00APSTLUC,1
AN68A95BFDOHK,B007EEXQVA,2
AN68A95BFDOHK,B00ADKYQES,3
AN68A95BFDOHK,B00BHOJK3Q,1
AN68A95BFDOHK,B001LVA4LC,5
AN68A95BFDOHK,B00937I6NO,1
AN68A95BFDOHK,B00BBLBNMG,2
AN68A95BFDOHK,B009AZ3RQK,3
AN68A95BFDOHK,B00AEYZSWM,2
AN68A95BFDOHK,B00AELHD0U,1
AN68A95BFDOHK,B00BOWT1E4,5
AN68A95BFDOHK,B007ZUGO4O,5
AN68A95BFDOHK,B00H9MK73M,2
AN68A95BFDOHK,B00G5LSU78,2
AN68A95BFDOHK,B00HGSBF4Y,2
AN68A95BFDOHK,B003L8KIL4,1
AN68A95BFDOHK,B001BRDHWY,4
AN68A95BFDOHK,B008J3OD5I,5
AN68A95BFDOHK,B003JM6YZQ,2
A20VXAMJ67GO5H,B004M5IANI,5
A20VXAMJ67GO5H,B00J2NNK2G,3
A20VXAMJ67GO5H,B00DN551VW,2
A20VXAMJ67GO5H,B002QKFW8M,2
A20VXAMJ67GO5H,B003NRZGPQ,3
A20VXAMJ67GO5H,B008HHNWGW,2
A20VXAMJ67GO5H,B009ETDNUM,5
A20VXAMJ67GO5H,B00393R1B6,2
A20VXAMJ67GO5H,B003I3EBZG,4
A20VXAMJ67GO5H,B00IW2EQ1W,3
A20VXAMJ67GO5H,B007MSSPHS,3
A20VXAMJ67GO5H,B004N98JM0,2
A20VXAMJ67GO5H,B00HHJBWR2,4
A20VXAMJ67GO5H,B00HHFI076,2
A20VXAMJ67GO5H,B00GLK37US,1
A20VXAMJ67GO5H,B00FEDIILG,5
A20VXAMJ67GO5H,B002KE4VNG,3
A20VXAMJ67GO5H,B00IBFR310,2
A20VXAMJ67GO5H,B00J4T4PGS,3
A20VXAMJ67GO5H,B00C2U7HO8,2
A20VXAMJ67GO5H,B00386BDYK,3
A20VXAMJ67GO5H,B006Y6HHDM,4
A20VXAMJ67GO5H,B005FN12BS,2
A20VXAMJ67GO5H,B004HVRAWE,1
A20VXAMJ67GO5H,B00DMHAJJU,5
A20VXAMJ67GO5H,B002OFQMSS,4
A20VXAMJ67GO5H,B00EL6U4UA,5
A20VXAMJ67GO5H,B006SUOXZY,3
A20VXAMJ67GO5H,B0088QEPZO,5
A20VXAMJ67GO5H,B00GZ9QRY8,1
A20VXAMJ67GO5H,B00BXIFEDG,2
A20VXAMJ67GO5H,B00547FL4E,3
A1FVG3SZT4CGAE,B00II51B84,4
A1FVG3SZT4CGAE,B00AULK8FQ,1
A1FVG3SZT4CGAE,B00BEJXXC8,1
A1FVG3SZT4CGAE,B001GXQVCQ,2
A1FVG3SZT4CGAE,B007KFH82G,1
A1FVG3SZT4CGAE,B00JBOF64Q,4
A1FVG3SZT4CGAE,B009RCKKB6,3
A1FVG3SZT4CGAE,B00DNNO3Q8,3
A1FVG3SZT4CGAE,B0071INITO,1
A1FVG3SZT4CGAE,B00EOPMZC8,1
A1FVG3SZT4CGAE,B00DTN9PFG,5
A1FVG3SZT4CGAE,B005EIA6AC,4
A1FVG3SZT4CGAE,B0010AWQVK,2
A1FVG3SZT4CGAE,B005BVYGTY,1
A1FVG3SZT4CGAE,B0006B7QCS,3
A1FVG3SZT4CGAE,B00BHACCOY,3
A1FVG3SZT4CGAE,B007HN9HLG,1
A1FVG3SZT4CGAE,B0016PP0WQ,1
A1FVG3SZT4CGAE,B00CH1JPR4,3
A1FVG3SZT4CGAE,B002FU6MV4,2
A1FVG3SZT4CGAE,B0089G1JKW,5
A1FVG3SZT4CGAE,B004VP8GX8,1
A1FVG3SZT4CGAE,B00821A2RK,4
A1FVG3SZT4CGAE,B00J5DXM1M,4
A1FVG3SZT4CGAE,B00CPDHIUA,1
A1FVG3SZT4CGAE,B00B9H6JF8,5
A1FVG3SZT4CGAE,B00EO901CU,4
A1FVG3SZT4CGAE,B008N444X4,5
A1FVG3SZT4CGAE,B00IVEIDYC,4
A1FVG3SZT4CGAE,B009PGY646,3
A1FVG3SZT4CGAE,B004V95UYM,1
A1FVG3SZT4CGAE,B00BZIWN3I,2
A1FVG3SZT4CGAE,B0094KKQ60,3
A1FVG3SZT4CGAE,B008KAV1G4,1
A1FVG3SZT4CGAE,B00JKDBMF0,5
A1FVG3SZT4CGAE,B00DV6ZXES,4
A1FVG3SZT4CGAE,B006ZKSM3Q,1
A3IEWDOQSNP6SY,B001VEHXBI,2
A3IEWDOQSNP6SY,B00I1LM5SK,2
A3IEWDOQSNP6SY,B00EBURYRC,2
A3IEWDOQSNP6SY,B004VR9GCQ,3
A3IEWDOQSNP6SY,B000NCQ73Y,5
A3IEWDOQSNP6SY,B00AVCCNRK,4
A3IEWDOQSNP6SY,B00II51B84,2
A3IEWDOQSNP6SY,B00BAQK684,2
A3IEWDOQSNP6SY,B00605ERLW,4
A3IEWDOQSNP6SY,B00C5QMJTM,4
A3IEWDOQSNP6SY,B008LE3I42,3
A3IEWDOQSNP6SY,B001CEQG88,4
A3IEWDOQSNP6SY,B00G7H177U,3
A3IEWDOQSNP6SY,B00EX4R82C,3
A3IEWDOQSNP6SY,B00CYTM3OQ,4
A3IEWDOQSNP6SY,B0009VC6VG,4
A3IEWDOQSNP6SY,B00BOHK0QC,1
A3IEWDOQSNP6SY,B004UUJUN4,2
A3IEWDOQSNP6SY,B00BW7NLAG,3
A3IEWDOQSNP6SY,B0054K3MII,4
A3IEWDOQSNP6SY,B007LOLVYM,1
A3IEWDOQSNP6SY,B001EN0PR0,4
A3IEWDOQSNP6SY,B0032FOSFI,3
A3IEWDOQSNP6SY,B000FIJJHC,2
A3IEWDOQSNP6SY,B0053SRCB4,1
A3IEWDOQSNP6SY,B00B7SBWUG,1
A3IEWDOQSNP6SY,B00B2XZXFQ,5
A3IEWDOQSNP6SY,B009RRLY3O,2
A3IEWDOQSNP6SY,B00IQEJO9U,3
A3IEWDOQSNP6SY,B008QC25C0,2
A3IEWDOQSNP6SY,B002MW52CA,1
A3IEWDOQSNP6SY,B00DOVBHZY,1
A3IEWDOQSNP6SY,B00GKSS21K,5
A3IEWDOQSNP6SY,B000UBHARA,2
A3IEWDOQSNP6SY,B00DQ7KVUI,5
A3IEWDOQSNP6SY,B006WV1EUG,3
A3IEWDOQSNP6SY,B009AEJZSU,1
A3IEWDOQSNP6SY,B002KEB88C,5
A114KIJEBP6ER7,B007PGM6CW,4
A114KIJEBP6ER7,B0044WS0K2,1
A114KIJEBP6ER7,B007BH2MWY,5
A114KIJEBP6ER7,B006JD9D46,3
A114KIJEBP6ER7,B004H31FYG,1
A114KIJEBP6ER7,B00F0TSVUW,1
A114KIJEBP6ER7,B00IDB231W,5
A114KIJEBP6ER7,B00CU50QHA,1
A114KIJEBP6ER7,B00A1S2PMM,3
A114KIJEBP6ER7,B001E1WTYE,1
A114KIJEBP6ER7,B006ZKSM3Q,3
A114KIJEBP6ER7,B00CACJUYI,3
A114KIJEBP6ER7,B00BB8V4A0,2
A114KIJEBP6ER7,B00GBASVHM,4
A114KIJEBP6ER7,B000VLNTR4,3
A114KIJEBP6ER7,B00FN90LLG,2
A114KIJEBP6ER7,B005972DOK,3
A114KIJEBP6ER7,B005GN3HRE,5
A114KIJEBP6ER7,B001S0WC1Q,1
A114KIJEBP6ER7,B0047W425Q,3
A114KIJEBP6ER7,B00H2OOQ8E,5
A114KIJEBP6ER7,B00G7H177U,3
A114KIJEBP6ER7,B00B7YIOZG,4
A114KIJEBP6ER7,B005ODEPJ0,2
A114KIJEBP6ER7,B000C19DPA,3
A114KIJEBP6ER7,B00GSY4D3W,5
A114KIJEBP6ER7,B005MZO720,2
A114KIJEBP6ER7,B00KODJ9BE,2
A114KIJEBP6ER7,B001M9TDVK,4
A114KIJEBP6ER7,B00A9VASN4,5
A3DFP5BOH0WNGF,B00IDI4Z1Q,4
A3DFP5BOH0WNGF,B002959LDQ,4
A3DFP5BOH0WNGF,B0041LQK94,3
A3DFP5BOH0WNGF,B005IT1GB0,4
A3DFP5BOH0WNGF,B001065IJ6,1
A3DFP5BOH0WNGF,B00GNS0U94,3
A3DFP5BOH0WNGF,B0047G6SJ0,3
A3DFP5BOH0WNGF,B00AK11526,2
A3DFP5BOH0WNGF,B00IJR8O86,1
A3DFP5BOH0WNGF,B00AEBUXLG,1
A3DFP5BOH0WNGF,B00JTINICG,1
A3DFP5BOH0WNGF,B002ZJC0DY,4
A3DFP5BOH0WNGF,B003TV7IKW,2
A3DFP5BOH0WNGF,B00A6VVXMC,2
A3DFP5BOH0WNGF,B00DF8OK3M,3
A3DFP5BOH0WNGF,B00ET5SD2Y,3
A3DFP5BOH0WNGF,B002XEWBXA,5
A3DFP5BOH0WNGF,B00J5R0ER8,3
A3DFP5BOH0WNGF,B00386ICOO,2
A3DFP5BOH0WNGF,B002QV0L5K,2
A3DFP5BOH0WNGF,B00ATUGPF0,5
A3DFP5BOH0WNGF,B00CP4XF7Y,4
A3DFP5BOH0WNGF,B00DCJ6KIW,1
A3DFP5BOH0WNGF,B001QFYDJW,5
A3DFP5BOH0WNGF,B00CH1JPR4,1
A3DFP5BOH0WNGF,B00DCVW8EK,5
A3DFP5BOH0WNGF,B00D7T5JCA,4
A3DFP5BOH0WNGF,B0072M4PWS,4
A3DFP5BOH0WNGF,B00H4J6M70,2
A3DFP5BOH0WNGF,B003URMGWK,2
A3DFP5BOH0WNGF,B00I844CCW,5
A3DFP5BOH0WNGF,B009K3VHVO,1
A3DFP5BOH0WNGF,B0058RJ6D2,2
A3DFP5BOH0WNGF,B005DJCMIG,4
A3DFP5BOH0WNGF,B00D67CMD2,1
A3HA28FA7YS9CI,B004NOU8V0,2
A3HA28FA7YS9CI,B004ZXANAA,1
A3HA28FA7YS9CI,B00B5A2VD8,5
A3HA28FA7YS9CI,B009DQBKAQ,3
A3HA28FA7YS9CI,B00GWT4AZO,3
A3HA28FA7YS9CI,B0019CZSCI,5
A3HA28FA7YS9CI,B003I6XZTQ,1
A3HA28FA7YS9CI,B008917U14,1
A3HA28FA7YS9CI,B0042L4H5M,4
A3HA28FA7YS9CI,B006ZXNXWS,1
A3HA28FA7YS9CI,B003OSOOPC,3
A3HA28FA7YS9CI,B00G7UB92U,4
A3HA28FA7YS9CI,B005972DOK,1
A3HA28FA7YS9CI,B00HBSMOW6,2
A3HA28FA7YS9CI,B00ANGFMEK,1
A3HA28FA7YS9CI,B00642AE6S,2
A3HA28FA7YS9CI,B0044WU2IU,4
A3HA28FA7YS9CI,B000IZ586S,5
A3HA28FA7YS9CI,B0016OIGXW,4
A3HA28FA7YS9CI,B00F4N1E6W,5
A3HA28FA7YS9CI,B00HA8DA98,5
A3HA28FA7YS9CI,B008VW8UK6,2
A3HA28FA7YS9CI,B006ZOKRGC,5
A3HA28FA7YS9CI,B00DQZ6HHQ,4
A3HA28FA7YS9CI,B0095G26QQ,2
A3HA28FA7YS9CI,B008BF8KL2,1
A3HA28FA7YS9CI,B0031Q5J7O,3
A3HA28FA7YS9CI,B000EIA0MQ,5
A3HA28FA7YS9CI,B00II601K2,4
A3HA28FA7YS9CI,B001LF3K00,1
A3HA28FA7YS9CI,B009SEPCF2,1
A3HA28FA7YS9CI,B006ID8IK2,5
A3HA28FA7YS9CI,B00HVA0BB0,2
A3HA28FA7YS9CI,B00ECVW20O,3
A3HA28FA7YS9CI,B006NE75KU,2
A3HA28FA7YS9CI,B006QTGG2U,5
A3HA28FA7YS9CI,B008B32FRY,2
A34KMUNKJJT3HH,B00JLWU0QM,4
A34KMUNKJJT3HH,B0064X71MM,2
A34KMUNKJJT3HH,B00846EZ3A,4
A34KMUNKJJT3HH,B003G69X76,1
A34KMUNKJJT3HH,B00IYT2CR8,5
A34KMUNKJJT3HH,B009G6YEZQ,4
A34KMUNKJJT3HH,B007EBUAWQ,2
A34KMUNKJJT3HH,B007JAU6B2,2
A34KMUNKJJT3HH,B00B7FLMWM,4
A34KMUNKJJT3HH,B00DOB2RXA,5
A34KMUNKJJT3HH,B00FPHEVNA,1
A34KMUNKJJT3HH,B00FATQW80,4
A34KMUNKJJT3HH,B00I5S4UAU,4
A34KMUNKJJT3HH,B00BKQT5H2,1
A34KMUNKJJT3HH,B000H2AP92,3
A34KMUNKJJT3HH,B00FQIBB2W,3
A34KMUNKJJT3HH,B00C66EELC,3
A34KMUNKJJT3HH,B00IMMRNNU,4
A34KMUNKJJT3HH,B00597D2H2,5
A34KMUNKJJT3HH,B005EIA6AC,3
A34KMUNKJJT3HH,B00FDQNEE0,4
A34KMUNKJJT3HH,B00D97J7KU,1
A34KMUNKJJT3HH,B002C51LFY,3
A34KMUNKJJT3HH,B00DF8OK3M,4
A34KMUNKJJT3HH,B00A8JF4IG,3
A34KMUNKJJT3HH,B00DL3X8IO,5
A34KMUNKJJT3HH,B0079MIPUY,5
A34KMUNKJJT3HH,B000HKEP1I,3
A34KMUNKJJT3HH,B005BZ346G,5
A34KMUNKJJT3HH,B00D7C6GK6,4
A34KMUNKJJT3HH,B00KH57A74,4
A34KMUNKJJT3HH,B00HTELTR8,5
A34KMUNKJJT3HH,B00AZY74PK,2
A34KMUNKJJT3HH,B008PH87WI,5
A34KMUNKJJT3HH,B00HCTGR4K,4
A34KMUNKJJT3HH,B00CIH60TI,3
A5EN55IO1W3NZ,B00KJ8INWA,5
A5EN55IO1W3NZ,B0054U4PXY,4
A5EN55IO1W3NZ,B00ARD22K6,5
A5EN55IO1W3NZ,B005OSQVFQ,1
A5EN55IO1W3NZ,B008LWXJL6,3
A5EN55IO1W3NZ,B00K6NLF6E,5
A5EN55IO1W3NZ,B001EN0PR0,4
A5EN55IO1W3NZ,B009AZ07UY,5
A5EN55IO1W3NZ,B007WA3X96,2
A5EN55IO1W3NZ,B00BITMPW8,1
A5EN55IO1W3NZ,B00AQFA76Q,3
A5EN55IO1W3NZ,B005PWWEXY,3
A5EN55IO1W3NZ,B00I2MMR22,3
A5EN55IO1W3NZ,B00BGX3WNW,2
A5EN55IO1W3NZ,B00D177DZY,2
A5EN55IO1W3NZ,B007KM9VB0,4
A5EN55IO1W3NZ,B00E6XZHAK,4
A5EN55IO1W3NZ,B00BEJY8A4,5
A5EN55IO1W3NZ,B003N040KK,3
A5EN55IO1W3NZ,B00DZMRE9K,4
A5EN55IO1W3NZ,B00899WTJ4,2
A5EN55IO1W3NZ,B009WQOS8S,1
A5EN55IO1W3NZ,B00993HKV6,5
A5EN55IO1W3NZ,B002DJIH3I,1
A5EN55IO1W3NZ,B00DMJQ80W,2
A5EN55IO1W3NZ,B008DDHAP4,2
A5EN55IO1W3NZ,B0051VUDB4,3
A5EN55IO1W3NZ,B008SBHLOG,4
A5EN55IO1W3NZ,B003GEM3VG,2
A5EN55IO1W3NZ,B003R6TFG4,3
A5EN55IO1W3NZ,B008J44VEU,1
A5EN55IO1W3NZ,B002D3KTG2,4
A5EN55IO1W3NZ,B00CEHPIAO,5
A5EN55IO1W3NZ,B00I1RCF0W,4
A5EN55IO1W3NZ,B00L4IJ1A2,5
A1BU7SQ8E3OSFE,B001FYQQJ4,3
A1BU7SQ8E3OSFE,B00JSVRMF8,2
A1BU7SQ8E3OSFE,B000JHMTUI,4
A1BU7SQ8E3OSFE,B007PUOLVM,4
A1BU7SQ8E3OSFE,B00GCV1HZ8,3
A1BU7SQ8E3OSFE,B00BWYET1E,1
A1BU7SQ8E3OSFE,B00G4H9XQ0,4
A1BU7SQ8E3OSFE,B00DAALOAC,5
A1BU7SQ8E3OSFE,B000P8VT66,2
